==7471== NVPROF is profiling process 7471, command: ./managed_ordered_execution_sync 2 100
==7471== Profiling application: ./managed_ordered_execution_sync 2 100
==7471== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
100.000000,0.740936,1,0.740936,0.740936,0.740936,"kernelordered(int*, int)"

==7471== Unified Memory profiling result:
"Device","Count","Avg Size","Min Size","Max Size","Total Size","Total Time",""
"Tesla K40c (0)",2,978.000000KB,384.000000KB,1.535156MB,1.910156MB,0.312480ms,"Host To Device"
"Tesla K40c (0)",40,97.799805KB,4.000000KB,544.000000KB,3.820312MB,0.630432ms,"Device To Host"
Total CPU Page faults: 20

==7471== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
59.088794,0.411336,1,0.411336,0.411336,0.411336,"cuDeviceTotalMem"
36.358909,0.253106,91,0.002781,0.000208,0.082352,"cuDeviceGetAttribute"
3.675165,0.025584,1,0.025584,0.025584,0.025584,"cuDeviceGetName"
0.671281,0.004673,3,0.001557,0.000335,0.003616,"cuDeviceGetCount"
0.205852,0.001433,3,0.000477,0.000240,0.000793,"cuDeviceGet"
